Yield_Bags_Per_Acre,Soil_Type=Clay,Soil_Type=Loam,Soil_Type=Peat,Soil_Type=Sandy,Soil_Type=Silt,pH=acidic,pH=alkaline,pH=base,Seed_Variety=Drought-Resistant,Seed_Variety=Early-Maturing,Seed_Variety=Hybrid A,Seed_Variety=Hybrid B,Seed_Variety=Open-Pollinated,Rainfall_mm,Temperature_C,Humidity_%,Planting_Date=April,Planting_Date=June,Planting_Date=March,Planting_Date=May,Fertilizer_Type=Compost,Fertilizer_Type=DAP,Fertilizer_Type=NPK,Fertilizer_Type=Organic,Fertilizer_Type=Urea
16,0,0,0,1,0,0,0,1,0,0,0,1,0,751.76,0.813131,77.1,0,1,0,0,0,1,0,0,0
15,0,1,0,0,0,1,0,0,1,0,0,0,0,503.94,0.27862,66.4,0,1,0,0,0,0,0,0,1
17,0,1,0,0,0,0,1,0,0,0,1,0,0,1026.97,0.819024,67.82,0,1,0,0,1,0,0,0,0
35,0,0,0,1,0,1,0,0,0,0,1,0,0,1121.23,0.848485,88.46,0,0,0,1,0,0,0,1,0
26,0,0,0,0,1,0,1,0,1,0,0,0,0,1035.18,0.461279,70.45,0,1,0,0,0,0,0,0,1
20,0,0,0,1,0,0,0,1,0,0,0,0,1,836.05,0.298822,75.4,0,1,0,0,0,0,1,0,0
31,0,0,1,0,0,1,0,0,0,0,1,0,0,1197.05,0.380471,70.74,1,0,0,0,0,1,0,0,0
20,0,0,0,0,1,1,0,0,0,0,1,0,0,779.08,0.707071,69.83,0,1,0,0,0,0,1,0,0
35,0,0,0,0,1,1,0,0,0,0,0,0,1,1197.05,0.824916,80.65,0,0,1,0,1,0,0,0,0
21,0,0,1,0,0,0,1,0,0,0,1,0,0,834.19,0.493266,65.61,1,0,0,0,0,0,0,1,0
11,0,0,0,0,1,0,0,1,0,0,0,0,1,1006.14,0.490741,55.06,0,0,0,1,1,0,0,0,0
34,0,0,1,0,0,0,0,1,0,0,0,0,1,526.99,0.0656566,60.75,1,0,0,0,0,1,0,0,0
35,0,0,1,0,0,1,0,0,0,0,0,1,0,924.3,0.818182,51.08,0,0,0,1,0,0,1,0,0
15,0,0,0,0,1,0,1,0,0,1,0,0,0,1011.13,0.252525,68.9,0,1,0,0,0,0,1,0,0
21,0,1,0,0,0,0,1,0,0,0,1,0,0,972.27,0.887205,86.35,0,0,1,0,0,0,1,0,0
21,0,0,0,0,1,0,1,0,0,0,0,0,1,859.98,0.211279,52.13,0,0,1,0,1,0,0,0,0
22,0,1,0,0,0,1,0,0,0,0,1,0,0,1073.02,0.244108,83.4,0,0,0,1,0,0,1,0,0
24,0,0,1,0,0,1,0,0,0,0,0,1,0,1136.69,0.901515,71.45,1,0,0,0,0,0,1,0,0
10,0,1,0,0,0,1,0,0,0,0,0,1,0,715.83,0.938552,52.51,0,0,0,1,1,0,0,0,0
11,0,0,1,0,0,1,0,0,0,0,0,1,0,722.7,0.457912,58.86,0,1,0,0,0,0,0,1,0
15,0,0,0,1,0,0,1,0,1,0,0,0,0,583.93,0.468013,66.46,1,0,0,0,0,1,0,0,0
20,0,1,0,0,0,0,1,0,0,0,1,0,0,1050.83,0.895623,84.95,0,0,0,1,0,0,1,0,0
11,1,0,0,0,0,0,1,0,0,0,0,1,0,528.98,0.582492,52.63,0,0,1,0,0,0,0,1,0
27,0,1,0,0,0,0,0,1,0,0,0,1,0,1143.34,0.003367,56.41,0,0,0,1,1,0,0,0,0
10,1,0,0,0,0,0,1,0,0,0,0,0,1,1098.78,0.0589226,58.39,0,0,0,1,0,1,0,0,0
32,0,0,0,0,1,0,1,0,0,1,0,0,0,503.08,0.515993,76.33,0,0,1,0,0,0,0,1,0
14,0,0,0,0,1,0,1,0,1,0,0,0,0,1197.05,0.803872,57.03,0,0,0,1,0,0,1,0,0
10,0,1,0,0,0,0,0,1,0,0,0,1,0,600.34,0.228114,73.92,1,0,0,0,0,0,0,1,0
12,0,0,0,1,0,0,1,0,0,1,0,0,0,726.52,0.276094,85.11,0,0,0,1,0,0,1,0,0
27,0,0,1,0,0,0,1,0,1,0,0,0,0,563.91,0.160774,62.59,0,0,0,1,0,1,0,0,0
31,1,0,0,0,0,0,1,0,1,0,0,0,0,986.8,0.220539,84.02,1,0,0,0,0,0,1,0,0
14,0,0,0,0,1,0,0,1,0,0,0,0,1,1033.46,0.47138,54.18,0,0,0,1,1,0,0,0,0
26,0,0,0,1,0,0,1,0,0,0,1,0,0,1124.15,0.849327,86.33,0,0,1,0,0,0,0,0,1
16,0,0,0,1,0,0,1,0,0,0,0,1,0,1117.39,0.824916,78.7,0,1,0,0,0,1,0,0,0
12,0,0,0,0,1,1,0,0,1,0,0,0,0,403.48,0.00757576,63.92,0,0,0,1,0,0,0,0,1
17,0,0,0,1,0,0,1,0,0,0,0,1,0,1097.11,0.878788,80.26,0,1,0,0,0,1,0,0,0
12,0,1,0,0,0,1,0,0,0,0,0,1,0,838.54,0.683502,81.81,1,0,0,0,0,0,0,1,0
17,0,0,0,1,0,0,1,0,0,0,0,0,1,782.86,0.0993266,56.63,1,0,0,0,0,0,1,0,0
25,0,0,1,0,0,0,1,0,1,0,0,0,0,508.51,0.254209,76.7,1,0,0,0,0,1,0,0,0
10,0,1,0,0,0,0,1,0,0,0,0,1,0,1030.17,0.341751,87.07,1,0,0,0,0,1,0,0,0
31,0,0,0,1,0,0,1,0,0,1,0,0,0,816.4,0.982323,87.95,0,1,0,0,0,0,0,1,0
11,0,1,0,0,0,0,0,1,0,0,1,0,0,617.85,0.443603,80.05,0,1,0,0,1,0,0,0,0
16,0,1,0,0,0,0,0,1,1,0,0,0,0,917.69,0.350168,75.93,1,0,0,0,0,0,0,0,1
28,0,0,0,0,1,0,1,0,0,0,0,1,0,411.53,0.491582,87.58,1,0,0,0,0,0,1,0,0
12,0,0,1,0,0,0,1,0,0,0,0,0,1,737.5,1,56.58,0,1,0,0,0,0,0,0,1
24,0,0,0,1,0,1,0,0,0,1,0,0,0,538.99,0.740741,72.62,0,1,0,0,1,0,0,0,0
12,0,0,0,1,0,0,0,1,0,0,0,1,0,403.48,0.712963,62.57,1,0,0,0,0,0,0,1,0
21,0,0,0,0,1,1,0,0,0,0,0,0,1,1132.33,0.215488,87.28,0,0,1,0,0,1,0,0,0
17,1,0,0,0,0,0,1,0,0,1,0,0,0,444.42,0.333333,86.9,0,1,0,0,1,0,0,0,0
26,0,0,1,0,0,0,0,1,0,0,1,0,0,746.48,0.712963,80.4,0,0,0,1,1,0,0,0,0
24,0,1,0,0,0,0,1,0,0,1,0,0,0,766.49,0.407407,77.89,1,0,0,0,0,0,1,0,0
32,0,0,0,0,1,0,1,0,0,1,0,0,0,483.61,0.462121,80.45,0,0,1,0,0,0,0,1,0
20,0,0,0,0,1,0,1,0,0,0,0,0,1,415.41,0.462963,77.2,1,0,0,0,1,0,0,0,0
14,0,0,0,1,0,0,0,1,1,0,0,0,0,510.87,0.544613,66.12,1,0,0,0,0,1,0,0,0
16,1,0,0,0,0,0,0,1,0,0,1,0,0,1024.29,0.612795,77.94,1,0,0,0,1,0,0,0,0
13,0,0,0,0,1,1,0,0,0,0,0,0,1,530.29,0.300505,75.61,0,0,0,1,1,0,0,0,0
23,0,0,1,0,0,0,1,0,0,0,0,1,0,1143.71,0.912458,69.92,1,0,0,0,0,0,1,0,0
32,0,0,0,0,1,0,0,1,0,0,0,0,1,523.61,1,60.92,1,0,0,0,0,0,1,0,0
13,0,1,0,0,0,1,0,0,0,1,0,0,0,788.38,0.147306,57.58,0,0,0,1,0,0,0,0,1
19,1,0,0,0,0,0,1,0,0,0,1,0,0,503.13,0.843434,73.38,0,1,0,0,0,1,0,0,0
20,0,1,0,0,0,0,1,0,0,0,1,0,0,1011,0.869529,83.99,0,0,0,1,0,0,1,0,0
23,0,1,0,0,0,1,0,0,0,0,0,0,1,1161.81,0.260943,78.92,1,0,0,0,1,0,0,0,0
12,0,0,1,0,0,1,0,0,1,0,0,0,0,866.64,0.277778,81.8,0,0,0,1,0,1,0,0,0
34,0,0,0,0,1,1,0,0,0,0,1,0,0,969.26,0.268519,89.27,0,0,1,0,0,0,1,0,0
11,0,0,0,1,0,1,0,0,0,0,0,1,0,403.48,0,65.62,0,0,0,1,1,0,0,0,0
21,0,0,0,1,0,0,0,1,0,1,0,0,0,1089.08,0.173401,78.67,0,0,1,0,0,0,1,0,0
24,0,0,1,0,0,0,1,0,0,0,1,0,0,572.11,0.904882,77.91,0,1,0,0,0,0,0,1,0
14,0,0,0,0,1,0,1,0,0,1,0,0,0,1015.75,0.160774,70.38,0,1,0,0,0,0,1,0,0
11,0,1,0,0,0,0,0,1,0,0,0,1,0,567.24,0.292088,72.75,1,0,0,0,0,0,0,1,0
13,0,0,0,1,0,0,1,0,0,1,0,0,0,777.22,0.36532,85.46,0,0,0,1,0,0,1,0,0
18,0,0,0,0,1,0,1,0,0,0,1,0,0,1009.47,0.244108,84.46,0,0,0,1,1,0,0,0,0
35,0,0,0,1,0,1,0,0,0,0,1,0,0,1141.74,0.810606,86.45,0,0,0,1,0,0,0,1,0
13,0,0,0,1,0,1,0,0,0,0,1,0,0,615.6,0.349327,73.96,0,0,0,1,0,0,0,0,1
25,0,0,1,0,0,0,1,0,0,1,0,0,0,417.65,0.0824916,63.77,1,0,0,0,0,1,0,0,0
20,0,0,0,1,0,0,0,1,0,0,1,0,0,996.77,0.557239,83.44,0,0,0,1,0,0,0,1,0
24,0,0,0,1,0,0,1,0,1,0,0,0,0,1158.01,0.302189,84.84,0,1,0,0,0,1,0,0,0
33,0,0,0,0,1,0,1,0,0,1,0,0,0,469.82,0.591751,67.67,1,0,0,0,0,0,0,1,0
27,0,0,0,0,1,1,0,0,1,0,0,0,0,465.61,0.662458,85.93,0,0,0,1,0,0,1,0,0
11,0,1,0,0,0,0,0,1,1,0,0,0,0,1178.86,0.811448,77.96,0,0,0,1,0,1,0,0,0
28,0,0,0,1,0,0,1,0,0,0,1,0,0,474.64,0.896465,53.24,0,0,0,1,1,0,0,0,0
29,0,0,0,0,1,1,0,0,0,1,0,0,0,1083.22,0.819865,86.79,0,0,0,1,0,1,0,0,0
17,0,0,0,1,0,0,0,1,1,0,0,0,0,463.56,0.0505051,71.2,0,0,0,1,1,0,0,0,0
20,0,1,0,0,0,0,1,0,0,0,1,0,0,1064.54,0.895623,84.49,0,0,0,1,0,0,1,0,0
27,0,0,1,0,0,0,0,1,0,0,1,0,0,731.87,0.720539,78.76,0,0,0,1,1,0,0,0,0
16,1,0,0,0,0,0,0,1,0,0,1,0,0,1126.56,0.726431,76.42,1,0,0,0,1,0,0,0,0
28,0,0,1,0,0,0,1,0,0,0,0,1,0,558.78,0.569024,82.48,0,1,0,0,1,0,0,0,0
27,0,0,0,0,1,1,0,0,1,0,0,0,0,406.92,0.555556,87.34,0,0,0,1,0,0,1,0,0
29,1,0,0,0,0,0,0,1,0,0,1,0,0,471.14,0.020202,71.94,1,0,0,0,0,0,0,0,1
28,0,1,0,0,0,0,1,0,0,1,0,0,0,805.93,1,55.59,0,0,0,1,0,1,0,0,0
26,1,0,0,0,0,1,0,0,0,0,0,0,1,1170.01,0.214646,78.11,0,1,0,0,1,0,0,0,0
16,0,0,0,0,1,0,1,0,0,0,1,0,0,1005.62,0.234007,86.44,0,0,0,1,1,0,0,0,0
26,1,0,0,0,0,0,1,0,0,1,0,0,0,505.04,0.284512,67.64,0,1,0,0,0,0,1,0,0
17,0,0,0,1,0,0,0,1,1,0,0,0,0,733.36,0.867003,71.83,0,1,0,0,1,0,0,0,0
19,0,0,0,0,1,0,1,0,0,1,0,0,0,962.35,1,58.07,0,1,0,0,0,0,0,1,0
26,0,0,0,0,1,1,0,0,0,0,0,1,0,657.32,0.281145,57.52,1,0,0,0,0,0,0,1,0
24,0,0,1,0,0,0,0,1,1,0,0,0,0,981,0.975589,84.7,0,1,0,0,0,0,0,0,1
19,0,0,0,0,1,0,0,1,0,0,0,0,1,468.84,0.132997,71.46,0,0,1,0,0,0,0,0,1
24,0,0,0,1,0,0,1,0,0,0,1,0,0,990.09,0.590909,89.27,0,1,0,0,0,1,0,0,0
11,0,0,0,0,1,1,0,0,0,0,0,0,1,490.26,0.281987,74.99,0,0,0,1,1,0,0,0,0
28,0,0,1,0,0,1,0,0,0,0,1,0,0,894.47,0.893098,64.94,0,1,0,0,0,0,0,1,0
25,0,0,0,0,1,0,1,0,1,0,0,0,0,971.45,0.324074,89.81,0,0,0,1,0,1,0,0,0
15,0,0,1,0,0,0,1,0,0,0,0,1,0,659.87,0.424242,63.86,0,0,1,0,0,0,0,1,0
12,0,0,0,0,1,0,1,0,0,0,1,0,0,1073.66,0.473064,59.05,1,0,0,0,0,0,0,1,0
19,0,0,0,0,1,1,0,0,0,1,0,0,0,819.12,0.816498,79.54,0,0,1,0,1,0,0,0,0
15,0,1,0,0,0,1,0,0,0,0,0,1,0,1145.75,0.98569,86.67,0,0,1,0,0,0,0,1,0
16,0,1,0,0,0,0,0,1,0,0,0,1,0,1166.91,0.243266,85.23,0,0,0,1,0,0,1,0,0
16,0,1,0,0,0,0,1,0,1,0,0,0,0,789.84,0.18266,74.64,1,0,0,0,1,0,0,0,0
13,0,0,0,1,0,0,1,0,0,1,0,0,0,855.16,0.236532,54.8,0,0,0,1,0,1,0,0,0
21,1,0,0,0,0,0,1,0,1,0,0,0,0,485.91,0.62037,77.64,0,0,0,1,1,0,0,0,0
12,0,1,0,0,0,1,0,0,0,0,0,1,0,860.4,0.691919,81.62,1,0,0,0,0,0,0,1,0
32,0,0,0,0,1,0,1,0,0,0,0,0,1,1082.76,0,74,0,1,0,0,0,1,0,0,0
16,0,0,1,0,0,0,0,1,0,1,0,0,0,1043.45,0.860269,53.92,0,1,0,0,0,0,0,0,1
16,0,0,1,0,0,1,0,0,1,0,0,0,0,994.9,0.862795,66.91,0,0,1,0,0,0,0,0,1
10,0,1,0,0,0,0,1,0,0,0,1,0,0,554.88,0.88468,86.21,1,0,0,0,0,1,0,0,0
20,0,0,0,0,1,0,1,0,0,0,0,0,1,403.48,0.478956,75.7,1,0,0,0,1,0,0,0,0
11,0,1,0,0,0,0,1,0,0,0,1,0,0,626.51,0.429293,78.7,0,1,0,0,1,0,0,0,0
29,1,0,0,0,0,0,0,1,0,0,1,0,0,1144.63,0.0589226,65.57,1,0,0,0,1,0,0,0,0
29,0,0,0,1,0,0,1,0,0,0,1,0,0,484.34,0.925926,52.19,0,0,0,1,1,0,0,0,0
19,0,0,1,0,0,0,0,1,0,0,1,0,0,1058.23,0.777778,51.51,0,0,1,0,0,1,0,0,0
19,0,1,0,0,0,0,1,0,0,0,1,0,0,1065.58,0.871212,68.2,0,1,0,0,1,0,0,0,0
24,1,0,0,0,0,1,0,0,0,0,0,0,1,1180.28,0.112795,78.15,0,1,0,0,1,0,0,0,0
30,0,0,0,0,1,0,1,0,0,0,0,1,0,1072.15,0.020202,67.37,0,0,0,1,1,0,0,0,0
34,0,0,0,1,0,0,1,0,0,0,0,0,1,445.73,0.759259,72.03,1,0,0,0,0,0,0,1,0
18,0,1,0,0,0,1,0,0,0,0,0,1,0,449.78,0.740741,58.24,0,0,0,1,0,0,0,0,1
24,0,1,0,0,0,1,0,0,0,1,0,0,0,781.41,0.234848,86.96,0,0,1,0,0,1,0,0,0
30,1,0,0,0,0,0,0,1,0,0,1,0,0,1147.09,0.0622896,67.38,1,0,0,0,1,0,0,0,0
24,0,0,1,0,0,0,1,0,1,0,0,0,0,891.49,0.27862,53.44,0,0,1,0,0,0,1,0,0
28,0,0,0,0,1,1,0,0,1,0,0,0,0,490.91,0.636364,87.13,0,0,0,1,0,0,1,0,0
24,0,0,0,1,0,0,1,0,0,0,1,0,0,971.96,0.638047,88.56,0,1,0,0,0,1,0,0,0
24,0,0,1,0,0,0,1,0,1,0,0,0,0,650.25,0.671717,66.97,0,0,0,1,0,1,0,0,0
29,0,0,0,1,0,1,0,0,0,0,0,0,1,1164.64,0.563973,56.79,0,0,1,0,0,0,0,0,1
17,0,1,0,0,0,1,0,0,0,0,0,1,0,1067.36,0.970539,85.76,0,0,1,0,0,0,0,1,0
30,1,0,0,0,0,0,1,0,0,0,1,0,0,1163.7,0.0589226,66.56,1,0,0,0,1,0,0,0,0
19,0,0,1,0,0,0,0,1,0,0,1,0,0,1079.63,0.754209,50.2,0,0,1,0,0,1,0,0,0
24,0,0,0,1,0,0,1,0,0,0,1,0,0,988.62,0.664983,86.16,0,1,0,0,0,1,0,0,0
12,0,0,1,0,0,0,1,0,0,0,0,1,0,827.49,0.639731,57.73,0,1,0,0,0,0,1,0,0
34,0,0,1,0,0,0,1,0,0,0,1,0,0,1009.55,0.0732323,83.53,0,0,0,1,0,0,0,1,0
17,0,0,0,1,0,0,0,1,1,0,0,0,0,703.49,0.808923,72.3,0,1,0,0,1,0,0,0,0
12,1,0,0,0,0,0,1,0,1,0,0,0,0,1128.42,0.319024,80.78,0,0,0,1,0,1,0,0,0
30,0,1,0,0,0,0,1,0,1,0,0,0,0,729.43,0.440236,65.36,0,0,1,0,0,0,0,0,1
31,0,0,0,0,1,0,1,0,0,0,1,0,0,1165.27,0.802189,68.3,1,0,0,0,0,0,1,0,0
25,0,0,1,0,0,0,1,0,1,0,0,0,0,557.14,0.258418,77.62,1,0,0,0,0,1,0,0,0
29,0,0,0,1,0,0,1,0,1,0,0,0,0,653.99,0.510943,82.32,0,0,1,0,0,1,0,0,0
24,1,0,0,0,0,1,0,0,0,0,0,0,1,1197.05,0.110269,77.57,0,1,0,0,1,0,0,0,0
19,0,0,0,1,0,0,0,1,0,0,0,0,1,783.52,0.228956,75.31,0,1,0,0,0,0,1,0,0
21,0,0,0,0,1,1,0,0,0,0,1,0,0,767.36,0.648148,68.75,0,1,0,0,0,0,1,0,0
20,0,1,0,0,0,1,0,0,0,0,0,0,1,940.54,0.856061,85.74,0,1,0,0,0,0,0,0,1
24,0,0,0,1,0,1,0,0,0,1,0,0,0,563.19,0.713805,73.98,0,1,0,0,1,0,0,0,0
17,0,0,0,1,0,0,1,0,0,0,0,0,1,857.32,0.16835,59.29,1,0,0,0,0,0,1,0,0
28,0,1,0,0,0,0,1,0,0,0,0,0,1,979.68,0.681818,85.54,0,0,0,1,0,1,0,0,0
19,0,0,0,0,1,1,0,0,0,1,0,0,0,831.73,0.86532,80.45,0,0,1,0,1,0,0,0,0
19,0,1,0,0,0,0,1,0,1,0,0,0,0,623.35,0.946128,71.35,0,1,0,0,0,1,0,0,0
12,1,0,0,0,0,1,0,0,0,0,0,1,0,1112.22,0.538721,79.99,0,0,1,0,0,0,0,0,1
12,0,0,0,0,1,0,0,1,1,0,0,0,0,1020.81,0.707071,77.49,0,1,0,0,0,0,0,1,0
35,0,0,0,0,1,0,1,0,1,0,0,0,0,472.01,1,54.92,1,0,0,0,0,0,0,0,1
27,1,0,0,0,0,0,0,1,0,0,1,0,0,703.18,0.334175,79.78,1,0,0,0,0,1,0,0,0
34,0,0,1,0,0,0,1,0,0,0,0,0,1,1094.51,0.624579,83.14,1,0,0,0,0,1,0,0,0
31,1,0,0,0,0,0,1,0,1,0,0,0,0,993.92,0.186027,85.84,1,0,0,0,0,0,1,0,0
17,0,0,0,1,0,0,1,0,0,0,0,0,1,946.92,0.585859,79.49,0,1,0,0,1,0,0,0,0
22,0,0,0,0,1,1,0,0,0,0,0,0,1,1089.67,0.21633,88.29,0,0,1,0,0,1,0,0,0
27,0,1,0,0,0,1,0,0,0,0,0,0,1,635.02,0.114478,59.37,0,0,0,1,0,0,1,0,0
27,1,0,0,0,0,0,0,1,0,0,1,0,0,1160.16,0.043771,68.06,1,0,0,0,1,0,0,0,0
25,1,0,0,0,0,0,1,0,0,1,0,0,0,576.06,0.186869,66.25,0,1,0,0,0,0,1,0,0
20,0,0,0,1,0,0,0,1,0,0,0,0,1,837.39,0.313131,75.27,0,1,0,0,0,0,1,0,0
15,0,0,1,0,0,0,1,0,0,0,0,1,0,602.68,0.41835,64.71,0,0,1,0,0,0,0,1,0
15,0,0,0,1,0,0,0,1,0,0,0,1,0,766.22,0.854377,76.77,0,1,0,0,0,1,0,0,0
35,0,0,0,1,0,0,1,0,0,1,0,0,0,831.25,0.990741,61.01,0,0,0,1,1,0,0,0,0
28,0,0,1,0,0,0,1,0,0,0,0,1,0,628.29,0.484007,87.23,0,1,0,0,1,0,0,0,0
13,0,0,1,0,0,1,0,0,0,0,1,0,0,864.82,0.587542,80.77,0,0,1,0,0,0,0,0,1
21,1,0,0,0,0,0,0,1,0,0,1,0,0,1027.99,0.700337,61.92,1,0,0,0,0,0,0,0,1
11,0,1,0,0,0,0,1,0,0,0,0,1,0,963.66,0.44697,77.01,0,0,1,0,0,0,0,0,1
28,0,0,0,1,0,1,0,0,0,1,0,0,0,715.97,0.515152,75.58,0,0,1,0,0,0,0,0,1
18,0,0,0,1,0,0,0,1,1,0,0,0,0,468.09,0.0412458,69.82,0,0,0,1,1,0,0,0,0
10,1,0,0,0,0,0,1,0,0,0,1,0,0,849.99,0.219697,50.8,1,0,0,0,0,0,0,0,1
29,1,0,0,0,0,0,1,0,0,0,0,0,1,1045.98,0.703704,82.74,0,1,0,0,0,0,0,0,1
16,1,0,0,0,0,0,1,0,0,0,0,1,0,803.53,0.897306,85.75,0,0,0,1,0,0,1,0,0
32,0,0,0,1,0,1,0,0,1,0,0,0,0,729.61,0.400673,71.02,0,1,0,0,0,0,1,0,0
17,0,1,0,0,0,0,0,1,1,0,0,0,0,888.71,0.326599,75.88,1,0,0,0,0,0,0,0,1
20,1,0,0,0,0,0,1,0,0,0,0,1,0,569.47,0.761785,51.66,0,1,0,0,0,0,0,0,1
20,0,0,0,1,0,0,1,0,0,0,0,0,1,996.9,0.0429293,63.48,0,0,0,1,1,0,0,0,0
28,1,0,0,0,0,0,0,1,0,0,1,0,0,685.82,0.281145,81.7,1,0,0,0,0,1,0,0,0
28,0,1,0,0,0,0,1,0,0,1,0,0,0,804.5,1,55.61,0,0,0,1,0,1,0,0,0
24,0,0,1,0,0,0,0,1,1,0,0,0,0,978.15,0.984848,85.78,0,1,0,0,0,0,0,0,1
19,0,0,0,1,0,0,0,1,0,0,0,0,1,769.43,0.282828,73.88,0,1,0,0,0,0,1,0,0
26,0,0,0,1,0,0,1,0,0,0,1,0,0,1054.9,0.835017,87.19,0,0,1,0,0,0,0,0,1
10,0,1,0,0,0,0,1,0,0,0,1,0,0,635.48,0.763468,56.09,1,0,0,0,0,0,0,1,0
16,0,0,0,1,0,0,1,0,0,0,0,0,1,877,0.127104,58.12,1,0,0,0,0,0,1,0,0
30,0,0,0,1,0,1,0,0,1,0,0,0,0,751.9,0.435185,70.1,0,1,0,0,0,0,1,0,0
23,0,0,1,0,0,0,1,0,0,0,0,1,0,1107.99,0.919192,71.01,1,0,0,0,0,0,1,0,0
35,0,0,0,1,0,0,1,0,1,0,0,0,0,1144.94,0.493266,72.19,0,1,0,0,0,0,0,1,0
10,0,0,0,1,0,0,0,1,0,0,0,0,1,873.77,0.505051,73.82,0,0,1,0,0,0,0,1,0
10,0,1,0,0,0,0,1,0,0,0,0,1,0,1079.38,0.339226,87.91,1,0,0,0,0,1,0,0,0
11,0,1,0,0,0,0,1,0,0,0,1,0,0,661.13,0.697811,56.35,1,0,0,0,0,0,0,1,0
21,0,0,0,0,1,0,1,0,0,0,0,0,1,832.17,0.164983,52.58,0,0,1,0,1,0,0,0,0
26,0,0,0,1,0,0,1,0,0,0,1,0,0,989.39,0.847643,87.16,0,0,1,0,0,0,0,0,1
10,0,1,0,0,0,0,0,1,0,1,0,0,0,1002.36,0.273569,64.23,0,1,0,0,0,0,1,0,0
23,0,0,1,0,0,0,1,0,0,0,1,0,0,575.39,0.928451,79.52,0,1,0,0,0,0,0,1,0
35,0,0,0,0,1,0,1,0,0,0,0,0,1,482.16,0.574916,50.82,1,0,0,0,0,0,1,0,0
14,0,0,1,0,0,1,0,0,1,0,0,0,0,881.38,0.326599,83.19,0,0,0,1,0,1,0,0,0
33,1,0,0,0,0,0,0,1,0,1,0,0,0,752.59,0.330808,63.63,0,1,0,0,0,0,0,0,1
22,1,0,0,0,0,0,0,1,0,0,0,0,1,409.82,0.0521886,59.78,0,1,0,0,0,1,0,0,0
28,0,0,0,1,0,0,1,0,0,0,1,0,0,508.9,0.878788,51.28,0,0,0,1,1,0,0,0,0
33,0,0,1,0,0,1,0,0,0,0,1,0,0,1179.54,0.367845,72.28,1,0,0,0,0,1,0,0,0
22,1,0,0,0,0,1,0,0,0,0,0,0,1,987.71,0.602694,67.33,0,0,0,1,0,0,1,0,0
21,0,0,1,0,0,0,1,0,0,0,1,0,0,623.38,0.727273,83.53,0,0,1,0,1,0,0,0,0
18,0,0,0,0,1,0,1,0,0,0,1,0,0,1015.72,0.194444,84.16,0,0,0,1,1,0,0,0,0
22,0,0,0,0,1,0,1,0,0,1,0,0,0,976.32,0.685185,60.57,0,1,0,0,1,0,0,0,0
17,0,0,0,0,1,1,0,0,1,0,0,0,0,623.14,0.457071,76.67,0,0,0,1,1,0,0,0,0
18,0,0,0,1,0,0,1,0,1,0,0,0,0,416.85,0.744949,54.41,0,1,0,0,0,0,1,0,0
27,0,1,0,0,0,1,0,0,0,1,0,0,0,758.36,0.260101,89.5,0,0,1,0,0,1,0,0,0
29,0,0,0,0,1,1,0,0,0,0,0,0,1,948.99,0.684343,53.64,0,1,0,0,0,0,0,0,1
12,0,0,0,1,0,1,0,0,0,0,0,1,0,427.35,0.0690236,62,0,0,0,1,1,0,0,0,0
27,0,0,1,0,0,0,1,0,1,0,0,0,0,430.75,0.484848,50.15,0,0,0,1,1,0,0,0,0
19,0,0,0,0,1,0,0,1,0,0,0,0,1,467.39,0.18266,74.32,0,0,1,0,0,0,0,0,1
23,0,1,0,0,0,0,1,0,0,1,0,0,0,485.76,0.940236,54.75,0,1,0,0,1,0,0,0,0
10,1,0,0,0,0,1,0,0,0,0,0,1,0,1114.75,0.595118,83.01,0,0,1,0,0,0,0,0,1
10,1,0,0,0,0,0,1,0,1,0,0,0,0,938.32,0.713805,89.5,0,1,0,0,0,1,0,0,0
13,0,0,0,1,0,0,1,0,0,1,0,0,0,849.44,0.306397,53.75,0,0,0,1,0,1,0,0,0
20,0,1,0,0,0,1,0,0,0,0,0,1,0,408.09,0.196128,85.42,0,0,0,1,0,0,0,1,0
13,0,0,0,0,1,1,0,0,0,0,0,0,1,519.33,0.332492,76.26,0,0,0,1,1,0,0,0,0
21,1,0,0,0,0,0,1,0,0,0,0,1,0,604.19,0.743266,51.88,0,1,0,0,0,0,0,0,1
34,0,0,1,0,0,0,1,0,0,0,1,0,0,975.98,0.0454545,86.8,0,0,0,1,0,0,0,1,0
12,0,0,0,0,1,0,1,0,0,0,1,0,0,807.85,0.233165,59,0,1,0,0,0,0,0,0,1
30,1,0,0,0,0,0,1,0,0,0,1,0,0,740.33,0.858586,75.84,1,0,0,0,1,0,0,0,0
10,0,1,0,0,0,1,0,0,0,0,0,1,0,712.04,1,53.79,0,0,0,1,1,0,0,0,0
19,0,1,0,0,0,1,0,0,0,0,0,1,0,427.79,0.787037,58.78,0,0,0,1,0,0,0,0,1
29,0,0,0,0,1,0,0,1,1,0,0,0,0,626.1,0.722222,85.91,0,1,0,0,0,0,1,0,0
21,0,0,0,1,0,1,0,0,0,0,0,0,1,530.38,0.520202,53.15,0,0,0,1,1,0,0,0,0
35,0,0,0,0,1,0,1,0,1,0,0,0,0,940.81,0.983165,58.45,0,1,0,0,1,0,0,0,0
10,1,0,0,0,0,0,0,1,0,0,1,0,0,846.06,0.243266,52.97,1,0,0,0,0,0,0,0,1
21,1,0,0,0,0,0,0,1,0,0,1,0,0,830.9,0.332492,87.8,0,0,0,1,0,1,0,0,0
